text	label	cleaned_text
So we will be an active government, in every part of the UK.	1	So active government every part UK
people who rent their home	1	people rent home
We will continue devolution settlements for Scotland and Wales, and implement the Stormont House Agreement in Northern Ireland.	0	We continue devolution settlement Scotland Wales implement Stormont House Agreement Northern Ireland
We will also reform outdated laws to ensure that those with mental illness are treated fairly	1	We also reform outdated law ensure mental illness treated fairly
Democrats are ready to limit the reach of Zika—just as we did with Ebola—and support funding for diagnostic tests for the virus, vaccine, and treatment.	1	Democrats ready limit reach Zika—just Ebola—and support funding diagnostic test virus vaccine treatment
They concern the number of children, the age, the condition of unemployment and the presence of disability in the family.	1	They concern number child age condition unemployment presence disability family
and sharper incentives for investment efficiency.	0	sharper incentive investment efficiency
while most new income and wealth goes to the top one percent.	1	new income wealth go top one percent
and we will ensure they have the resources and independence to fully enforce the law and hold both individuals and corporations accountable when they break the rules.	1	ensure resource independence fully enforce law hold individual corporation accountable break rule
This will ensure the care system works better with the NHS to reduce unnecessary and unhealthy hospital stays and delayed transfers of care	1	This ensure care system work better NHS reduce unnecessary unhealthy hospital stay delayed transfer care
And we will fight to reform our broken campaign finance system,	1	And fight reform broken campaign finance system
 assist  all  patients,  including  those  with  preexisting  conditions, through  reinsurance  and  risk  adjustment;	1	assist patient including preexisting condition reinsurance risk adjustment
In addition to safeguarding the rising state pension, we will continue to support the successful expansion of auto-enrolled pensions, enabling more people to increase their retirement income with help from their employers and government;	1	In addition safeguarding rising state pension continue support successful expansion autoenrolled pension enabling people increase retirement income help employer government
A Conservative government will act to tighten the rules against such abuse,	1	A Conservative government act tighten rule abuse
We encourage India to permit greater foreign investment and trade.	0	We encourage India permit greater foreign investment trade
We must confront the epidemic of drug and alcohol addiction, specifically the opioid crisis and other drugs plaguing our communities, by vastly expanding access to prevention and treatment,	1	We must confront epidemic drug alcohol addiction specifically opioid crisis drug plaguing community vastly expanding access prevention treatment
and to promote Canadian exports abroad.	0	promote Canadian export abroad
We have already taken immediate action, putting £2 billion into the social care system	1	We already taken immediate action putting £2 billion social care system
We will support military families with jobs, education, childcare, and health care.	1	We support military family job education childcare health care
There are now more than 1.8 million more children in schools rated good and outstanding than in 2010.	1	There 18 million child school rated good outstanding 2010
Self-employment can bring many benefits, freedoms and flexibilities to people – and is a vital and often entrepreneurial sector of our economy.	0	Selfemployment bring many benefit freedom flexibility people – vital often entrepreneurial sector economy
and only the Conservative and Unionist Party can deliver further powers and the best possible deal for Scotland as we leave the European Union.	0	Conservative Unionist Party deliver power best possible deal Scotland leave European Union
prohibit the sale of residential facilities and hostels, where people still continue to live;	1	prohibit sale residential facility hostel people still continue live
As those and other specific proposals show, Republican Governors and State legislatures are ready to do the hard work of modernizing Medicaid for the twentyfirst century.	0	As specific proposal show Republican Governors State legislature ready hard work modernizing Medicaid twentyfirst century
Really apply the obligation of peaceful enjoyment under penalty of decline of the lease.	1	Really apply obligation peaceful enjoyment penalty decline lease
or the EPA’s and OSHA’s overreaching regulation agenda.	0	EPA’s OSHA’s overreaching regulation agenda
We will encourage technology transfer, entrepreneurship, and small business creation throughout the country and in all types of innovation sectors.	0	We encourage technology transfer entrepreneurship small business creation throughout country type innovation sector
In addition, for the next five years, it is necessary to reduce taxes for 20% for manufacturing enterprises, agriculture, construction, transport, but at the same time introduce an additional tax on superpathies.	0	In addition next five year necessary reduce tax 20 manufacturing enterprise agriculture construction transport time introduce additional tax superpathies
-as well as maternity allowance, statutory maternity pay, statutory paternity pay, statutory adoption pay and statutory sick pay.	0	a well maternity allowance statutory maternity pay statutory paternity pay statutory adoption pay statutory sick pay
We will continue these reliefs, with a tax credit for children’s television next year, and expand them when possible.	0	We continue relief tax credit children’s television next year expand possible
Membership in this agreement is a good deal for Canada, one that will create jobs and opportunities and protect our economy.	0	Membership agreement good deal Canada one create job opportunity protect economy
We will maintain all other pensioner benefits, including free bus passes, eye tests, prescriptions and TV licences, for the duration of this parliament.	1	We maintain pensioner benefit including free bus pass eye test prescription TV licence duration parliament
We salute the Republican Governors and State legislators who have, in the face of abuse and threats of violence, reformed their State pension systems for the benefit of both taxpayers and retirees alike.	0	We salute Republican Governors State legislator have face abuse threat violence reformed State pension system benefit taxpayer retiree alike
To return the States to their proper role of regulating  local  insurance  markets  and  caring  for  the needy,  we  propose  to  block  grant  Medicaid  and  other payments  to  the  States;	0	To return States proper role regulating local insurance market caring needy propose block grant Medicaid payment States
Revaluate the allocation to disabled adults (AAH), give more resources to the departmental houses of disabled people (MDPH) and develop a care worthy of autism and autism spectrum disorders.	1	Revaluate allocation disabled adult AAH give resource departmental house disabled people MDPH develop care worthy autism autism spectrum disorder
A re-elected Conservative Government will continue to lower these taxes.	0	A reelected Conservative Government continue lower tax
Without Social Security, nearly half of America’s seniors would be living in poverty.	1	Without Social Security nearly half America’s senior would living poverty
We must establish a mortgage finance system based on competition and free enterprise that is transparent,	0	We must establish mortgage finance system based competition free enterprise transparent
The United States Postal Service (USPS) is a national treasure.	1	The United States Postal Service USPS national treasure
Since the current President took office in 2009, consumers pay approximately twice as much for gas at the pump.	1	Since current President took office 2009 consumer pay approximately twice much gas pump
That's why a re-elected Conservative Government will ratify and implement the TPP.	0	Thats reelected Conservative Government ratify implement TPP
It has saved literally millions of lives.	1	It saved literally million life
and its failure to pursue any new trade agreements with friendly nations.	0	failure pursue new trade agreement friendly nation
or foster the crony capitalism that corrupts both politicians and corporations.	1	foster crony capitalism corrupts politician corporation
This is the largest reduction in the small business tax rate in a quarter century.	0	This largest reduction small business tax rate quarter century
Fourth, whilst the NHS will always treat people in an emergency, no matter where they are from, we will recover the cost of medical treatment from people not resident in the UK.	0	Fourth whilst NHS always treat people emergency matter from recover cost medical treatment people resident UK
Democrats believe that we should not be contracting, outsourcing, or privatizing work that is inherently governmental in nature, including postal services, school services, and state and local government services.	1	Democrats believe contracting outsourcing privatizing work inherently governmental nature including postal service school service state local government service
Under Labour, those who worked hard found more and more of their earnings taken away in tax to support a welfare system that allowed, and even encouraged, people to choose benefits when they could be earning a living.	0	Under Labour worked hard found earnings taken away tax support welfare system allowed even encouraged people choose benefit could earning living
109. Repair of emergency housing at the expense of the state	1	109 Repair emergency housing expense state
This worldwide explosion of trade has had a downside, however, as some governments have used a variety of unfair means to limit American access to their markets	0	This worldwide explosion trade downside however government used variety unfair mean limit American access market
Neither the debt to pay for housing and communal services, nor the inability to return the loan to the bank, nor other circumstances should be the reason for the eviction of citizens from apartments and houses for debts.	1	Neither debt pay housing communal service inability return loan bank circumstance reason eviction citizen apartment house debt
,  to  keep tax  rates  from  rising  on  income,  interest,  dividends,  and  capital  gains	0	keep tax rate rising income interest dividend capital gain
administer services to its tribal member constituents,	0	administer service tribal member constituent
This new commitment builds upon other steps we intend to take to help support Canada's forestry sector and its workers:   A re-elected Conservative Government will continue to pursue untapped market opportunities to expand and diversify our export markets both here in North America and around the world.	0	This new commitment build upon step intend take help support Canadas forestry sector worker A reelected Conservative Government continue pursue untapped market opportunity expand diversify export market North America around world
Immediate repeal of the tax on the first home and return of the first home paid in 2012 through an extraordinary issue of government bonds.	0	Immediate repeal tax first home return first home paid 2012 extraordinary issue government bond
and supporting devolution in Wales.	0	supporting devolution Wales
in which free trade will truly be fair trade for all concerned.	0	free trade truly fair trade concerned
It’s not just a matter of knowledge: it’s a matter of justice.	1	It’s matter knowledge it’s matter justice
The days of something for nothing are over	0	The day something nothing
In sum, on the one hand enormous amounts of money are being spent for K12 public education with overall results that do not justify that spending.	0	In sum one hand enormous amount money spent K12 public education overall result justify spending
Disparities in wealth cannot be solved by the free market alone,	1	Disparities wealth cannot solved free market alone
We will review the honours system to make sure it commands public confidence,	1	We review honour system make sure command public confidence
"Review the so -called ""profitometer"".It is necessary that this institution be profoundly reviewed and improved, on the one hand eliminating some evident anomalies and illogicality in order to give an increasingly truthful representation of the contribution capacity of the subjects subjected to control,"	0	Review called profitometerIt necessary institution profoundly reviewed improved one hand eliminating evident anomaly illogicality order give increasingly truthful representation contribution capacity subject subjected control
We will fight every effort to cut, privatize, or weaken Social Security, including attempts to raise the retirement age, diminish benefits by cutting cost-of-living adjustments, or reducing earned benefits.	1	We fight every effort cut privatize weaken Social Security including attempt raise retirement age diminish benefit cutting costofliving adjustment reducing earned benefit
We are proud of our reforms to education, which are giving millions of children a better start in life than they could have expected a decade ago.	1	We proud reform education giving million child better start life could expected decade ago
We will lift the ban on the establishment of selective schools, subject to conditions, such as allowing pupils to join at other ages as well as eleven.	1	We lift ban establishment selective school subject condition allowing pupil join age well eleven
It will be the standard that applies to Wall Street and all Americans.	1	It standard applies Wall Street Americans
That is why education choice has expanded so vigorously.	1	That education choice expanded vigorously
The food stamp program now accounts for nearly 80 percent of the entire USDA budget.	0	The food stamp program account nearly 80 percent entire USDA budget
The way funding is distributed to schools in England is not fair.	1	The way funding distributed school England fair
and will work to expand local autonomy where tribal governments seek it.	0	work expand local autonomy tribal government seek it
and ensure that all of these resources are readily available at home or in the community.	1	ensure resource readily available home community
The benefit is paid regardless of need, giving money to wealthier pensioners when working people on lower incomes do not get similar support.	0	The benefit paid regardless need giving money wealthier pensioner working people lower income get similar support
and will achieve this goal by taxing some of the income of people above $250,000.	1	achieve goal taxing income people 250000
For too many of us, health care costs are still too high, even for those with insurance.	1	For many u health care cost still high even insurance
 gutting  welfare  reform  by unilaterally  removing  its  statutory  work  requirement,	0	gutting welfare reform unilaterally removing statutory work requirement
We'll also renew the Automotive Innovation Fund for ten years, beginning in 2018-19, at baseline funding of $100 million per year.	0	Well also renew Automotive Innovation Fund ten year beginning 201819 baseline funding 100 million per year
and help to recruit and retain qualified teachers for Native learners.	1	help recruit retain qualified teacher Native learner
Labour will end the closure of Crown Post Office branches, which play a major role in serving their communities.	0	Labour end closure Crown Post Office branch play major role serving community
Prosperity is the product of selfdiscipline, work, savings, and investment by individual Americans,	0	Prosperity product selfdiscipline work saving investment individual Americans
The money released will be transferred directly to health and social care, helping to provide dignity and care to the most vulnerable pensioners and reassurance to their families.	1	The money released transferred directly health social care helping provide dignity care vulnerable pensioner reassurance family
unlike  Obamacare  that  empowered  a  handful  of  bureaucrats  to cut  Medicare  in  ways  that  will deny  care  for  the  elderly.	0	unlike Obamacare empowered handful bureaucrat cut Medicare way deny care elderly
including free trade agreements status,	0	including free trade agreement status
and continue to roll out Universal Credit, to make work pay	0	continue roll Universal Credit make work pay
Sport must be recognized by the fundamental contribution it exerts as an instrument of inclusion and social growth of young people and teaching to follow a correct lifestyle.	1	Sport must recognized fundamental contribution exerts instrument inclusion social growth young people teaching follow correct lifestyle
lowering taxes on jobs and enterprise,	0	lowering tax job enterprise
So for businesses employing former wards of the care system, someone with a disability, those with chronic mental health problems, those who have committed a crime but who have repaid their debt to society, and those who have been unemployed for over a year, we will offer a holiday on their employers’ National Insurance Contributions for a full year.	1	So business employing former ward care system someone disability chronic mental health problem committed crime repaid debt society unemployed year offer holiday employers’ National Insurance Contributions full year
We will also set up a commission to establish a Post Bank, owned by the Post Office and providing a full range of banking services in every community.	0	We also set commission establish Post Bank owned Post Office providing full range banking service every community
Beyond that, we envision a worldwide multilateral agreement among nations committed to the principles of open markets, what has been called a “Reagan Economic Zone,”	0	Beyond that envision worldwide multilateral agreement among nation committed principle open market called “Reagan Economic Zone”
The non -negotiable goal is to leave our children a better land than we live in.	1	The non negotiable goal leave child better land live in
Federal and State regulations that thwart job creation must be withdrawn or redrawn so that tribal governments acting on behalf of American Indians are not disadvantaged.	0	Federal State regulation thwart job creation must withdrawn redrawn tribal government acting behalf American Indians disadvantaged
o The ban on the cumulation of more than three successive identical mandates.	1	The ban cumulation three successive identical mandate
– while reviewing the entire business rates system in the longer run.	0	– reviewing entire business rate system longer run
 We  welcome  to  the  effort all  who  sincerely  want  to  ensure the  future  for  our  seniors  	1	We welcome effort sincerely want ensure future senior
We will introduce new funding arrangements so we can open a specialist maths school in every major city in England.	1	We introduce new funding arrangement open specialist math school every major city England
and give States more flexibility to address their particular needs.	0	give States flexibility address particular need
We will restart that important conversation	0	We restart important conversation
We will empower individuals and small businesses to form purchasing pools in order to expand coverage to the uninsured.	0	We empower individual small business form purchasing pool order expand coverage uninsured
and the long-term financial security to pursue those priorities with confidence.	0	longterm financial security pursue priority confidence
and those approaching retirement.	1	approaching retirement
Government efforts to attract investment and promote job creation can sometimes be stymied by a lack of coordination.	0	Government effort attract investment promote job creation sometimes stymied lack coordination
As Conservatives, we believe in markets as the best means to bring about prosperity and innovation, but we should act firmly and fast when a market works against the interests of consumers.	1	As Conservatives believe market best mean bring prosperity innovation act firmly fast market work interest consumer
Wall Street cannot be an island unto itself, gambling trillions in risky financial instruments and making huge profits, all the while thinking that taxpayers will be there to bail them out again.	1	Wall Street cannot island unto itself gambling trillion risky financial instrument making huge profit thinking taxpayer bail again
Our National Health Service is the essence of solidarity in our United Kingdom	1	Our National Health Service essence solidarity United Kingdom
A college degree or another form of post-secondary education is increasingly required for jobs that pay a middle-class wage,	1	A college degree another form postsecondary education increasingly required job pay middleclass wage
a belief not just in society but in the good that government can do;	1	belief society good government do
Across the country, children with the same needs and expectations receive markedly different rates of funding for their school place.	1	Across country child need expectation receive markedly different rate funding school place
Democrats will also fight to make sure that Medicare will negotiate lower prices with drug manufacturers.	1	Democrats also fight make sure Medicare negotiate lower price drug manufacturer
Our ambition is that the UK should have the lowest energy costs in Europe, both for households and businesses.	1	Our ambition UK lowest energy cost Europe household business
To ensure the system is sustainable for the future we will also conduct a full review of the business rates system to make sure it is up to date for a world in which people increasingly shop online.	1	To ensure system sustainable future also conduct full review business rate system make sure date world people increasingly shop online
And we will encourage the world to visit, study and do business in the UK through the GREAT Britain campaign and Visit Britain.	0	And encourage world visit study business UK GREAT Britain campaign Visit Britain
If we are going to cope with our ageing society and if we want to give security to people in old age while being fair to younger generations, we are going to need positive, active government that will deal with increased demand for social care,	1	If going cope ageing society want give security people old age fair younger generation going need positive active government deal increased demand social care
It is unacceptable to reduce pregnancy benefits, childbirth and child care.	1	It unacceptable reduce pregnancy benefit childbirth child care
Budget expenses for the population should be equal to all regions of the country.	1	Budget expense population equal region country
Return the preferential travel to pensioners in the country.	1	Return preferential travel pensioner country
We must tackle dangerous risks in big banks and elsewhere in the financial system.	1	We must tackle dangerous risk big bank elsewhere financial system
Fluidifying the transmission of companies by granting the total exemption of the most values of the transfer of the shares and shares of SMEs-PMIs after seven years.	0	Fluidifying transmission company granting total exemption value transfer share share SMEsPMIs seven year
We will now go further to reform markets in the interests of consumers and reduce the cost of living.	1	We go reform market interest consumer reduce cost living
Nor shall the States assume the federal government’s financial responsibility.	0	Nor shall States assume federal government’s financial responsibility
We will continue to help smaller businesses take on new workers through the Employment Allowance, which frees businesses from the first £2,000 of employers’ NICs so that a third of employers pay no jobs tax.	0	We continue help smaller business take new worker Employment Allowance free business first £2000 employers’ NICs third employer pay job tax
and protect and preserve the post-9/11 GI Bill for future generations.	1	protect preserve post911 GI Bill future generation
 We  will  save  Medicare  by modernizing  it,	1	We save Medicare modernizing it
Frivolous medical malpractice lawsuits have ballooned the cost of healthcare for the average American.	1	Frivolous medical malpractice lawsuit ballooned cost healthcare average American
Our small businesses will be able to hire even more workers, and for 16 million Canadian workers, it'll mean a significant salary raise.	0	Our small business able hire even worker 16 million Canadian worker itll mean significant salary raise
Our vision of federalism respects provincial jurisdiction while recognizing Quebec as a nation within a unified Canada.	0	Our vision federalism respect provincial jurisdiction recognizing Quebec nation within unified Canada
periodic rigorous assessments on the fundamentals, especially math, science, reading, history, and geography;	1	periodic rigorous assessment fundamental especially math science reading history geography
We have begun to correct this and in the next parliament we will make funding fairer still.	1	We begun correct next parliament make funding fairer still
As in the case of baby pensions, paid today by young people who will never have their own or the one who has gradually reduced investments and infrastructures to inflate current expenditure and the patronage system.	1	As case baby pension paid today young people never one gradually reduced investment infrastructure inflate current expenditure patronage system
Despite a dramatic context, made by an inefficient public administration, infernal taxation, a chronic deficiency of infrastructure, a juniper of laws and obstacles, a strong presence of crime.	0	Despite dramatic context made inefficient public administration infernal taxation chronic deficiency infrastructure juniper law obstacle strong presence crime
and support the millions of people paying for, coordinating, or providing care for aging relatives or those with disabilities.	1	support million people paying for coordinating providing care aging relative disability
Physicians are increasingly practicing defensive medicine because of the looming threat of malpractice liability.	1	Physicians increasingly practicing defensive medicine looming threat malpractice liability
that all promises and undertakings made in the course of takeover bids can be legally enforced afterwards;	1	promise undertaking made course takeover bid legally enforced afterwards
Indeed, we envisage that the powers of the devolved administrations will increase as we leave the EU.	0	Indeed envisage power devolved administration increase leave EU
exempting smallest businesses from red tape,	0	exempting smallest business red tape
 contain  costs  and  reduce  mandates,	1	contain cost reduce mandate
and preserve neighborhood-serving nonprofit organizations and small businesses.	1	preserve neighborhoodserving nonprofit organization small business
The annual public spending is 800: the game is worth the candle.	1	The annual public spending 800 game worth candle
The first house is the main heritage of Italian families, the first step for security and economic and social growth.	0	The first house main heritage Italian family first step security economic social growth
So we will ensure that they no longer have an automatic entitlement to Housing Benefit.	0	So ensure longer automatic entitlement Housing Benefit
We are selling our children and our young people short.	1	We selling child young people short
As the majority of care is informally provided, mainly by families, we will give workers a new statutory entitlement to carer’s leave, as enjoyed in other countries.	1	As majority care informally provided mainly family give worker new statutory entitlement carer’s leave enjoyed country
and we will include regional representation on overseas trade missions.	0	include regional representation overseas trade mission
34. Support the regional economy	0	34 Support regional economy
enhance the antitrust enforcement arms of the Department of Justice (DOJ) and the Federal Trade Commission (FTC),	1	enhance antitrust enforcement arm Department Justice DOJ Federal Trade Commission FTC
enabling us to provide a system that is fair to those who need it, and fair to those who pay for it too.	0	enabling u provide system fair need it fair pay too
We will not let anyone impose artificial regions on England – our traditional towns, boroughs, cities and counties are here to stay.	0	We let anyone impose artificial region England – traditional town borough city county stay
Interstate infrastructure has long been a federal responsibility shared with the States,	0	Interstate infrastructure long federal responsibility shared States
Our aim will be to halve rough sleeping over the course of the parliament and eliminate it altogether by 2027.	1	Our aim halve rough sleeping course parliament eliminate altogether 2027
Guaranteed annual increases in the state pension through a new Double Lock to be introduced in 2020.	1	Guaranteed annual increase state pension new Double Lock introduced 2020
Without the ability to raise money, the devolved Parliaments were not accountable to taxpayers.	0	Without ability raise money devolved Parliaments accountable taxpayer
Medium-long term social programming capable of responding to the social needs present and anticipating future ones.	1	Mediumlong term social programming capable responding social need present anticipating future one
, including by continuing efforts to reform the BIE to provide students attending BIE-funded schools with a world-class culturally-based education.	1	including continuing effort reform BIE provide student attending BIEfunded school worldclass culturallybased education
Trade deals often boosted the profits of large corporations,	1	Trade deal often boosted profit large corporation
 so  the  missions  of  important  programs  can  succeed  in  the twentyfirst  century.	1	mission important program succeed twentyfirst century
They will be followed and evaluated.	1	They followed evaluated
We'll also work with the provinces and territories, through the Pan-Canadian Framework for the Assessment and Recognition of Foreign Qualifications,	0	Well also work province territory PanCanadian Framework Assessment Recognition Foreign Qualifications
and we will support the creation of municipal bus companies that are publicly run for passengers not profit.	0	support creation municipal bus company publicly run passenger profit
We will make longerterm reforms to the system to address concerns about the way it currently works.	0	We make longerterm reform system address concern way currently work
Introduction of the family quotient as a selection criterion for concessions, according to a careful evaluation of the conditions of the family.	1	Introduction family quotient selection criterion concession according careful evaluation condition family
encourages the private sector to return to housing,	0	encourages private sector return housing
Fannie Mae and Freddie Mac were a primary cause of the housing crisis because their implicit government guarantee allowed them to avoid market discipline and make risky investments.	1	Fannie Mae Freddie Mac primary cause housing crisis implicit government guarantee allowed avoid market discipline make risky investment
 In  this  context,  Congress should  reconsider  whether  parts  of  the  federal  government’s  enormous  landholdings  and  control  of water  in  the  West  could  be  better  used  for  ranching, mining,  or  forestry  through  private  ownership.	0	In context Congress reconsider whether part federal government’s enormous landholding control water West could better used ranching mining forestry private ownership
We will hold lenders and loan servicers to high standards to help borrowers in default rehabilitate and repay their debts.	1	We hold lender loan servicers high standard help borrower default rehabilitate repay debt
We will not raise taxes on the businesses that create jobs for Canadians or on Canadian workers.	0	We raise tax business create job Canadians Canadian worker
and promotes innovation and entrepreneurship.	0	promotes innovation entrepreneurship
Nineteen states have not yet expanded Medicaid.	1	Nineteen state yet expanded Medicaid
We will support the use of restorative justice practices that help students and staff resolve conflicts peacefully and respectfully while helping to improve the teaching and learning environment.	1	We support use restorative justice practice help student staff resolve conflict peacefully respectfully helping improve teaching learning environment
From its start, it was about power, the expansion of government control over one sixth of our economy,	0	From start power expansion government control one sixth economy
We will protect small businesses by reintroducing the lower small profits rate of corporation tax.	0	We protect small business reintroducing lower small profit rate corporation tax
and that the government can require a bid to be paused to allow greater scrutiny.	1	government require bid paused allow greater scrutiny
We will wherever possible deliver growth funding through these organisations.	0	We wherever possible deliver growth funding organisation
and we will fight to enhance its independence by ensuring that executives of financial institutions are not allowed to serve on the boards of regional Federal Reserve banks or to select members of those boards.	1	fight enhance independence ensuring executive financial institution allowed serve board regional Federal Reserve bank select member board
Exceptional healthcare, whenever, wherever, delivered by an NHS with the money, buildings and people it needs.	1	Exceptional healthcare whenever wherever delivered NHS money building people need
We will work closely with the Northern Ireland Executive, the Scottish and Welsh governments, and the new devolved authorities in England, for the benefit of all our people – but that will not be the limit of our actions in the four nations.	1	We work closely Northern Ireland Executive Scottish Welsh government new devolved authority England benefit people – limit action four nation
That represents more than 4 percent of GDP devoted to K12 education in 2010.	0	That represents 4 percent GDP devoted K12 education 2010
We understand the challenges our smaller businesses face.	0	We understand challenge smaller business face
We will establish a Scottish Investment Bank, with £20 billion of funds available to local projects and Scotland’s small businesses, creating work and stimulating the economy.	0	We establish Scottish Investment Bank £20 billion fund available local project Scotland’s small business creating work stimulating economy
and the strong leadership only government can provide.	1	strong leadership government provide
We will promote long-term savings and pensions products, including the Lifetime ISA, to encourage and incentivise more people to make provision for long-term needs, including a house purchase and retirement.	1	We promote longterm saving pension product including Lifetime ISA encourage incentivise people make provision longterm need including house purchase retirement
La Poste and the SNCF will remain public enterprises.	1	La Poste SNCF remain public enterprise
We urge school districts to make use of teaching talent in business, STEM fields, and in the military, especially among our returning veterans.	0	We urge school district make use teaching talent business STEM field military especially among returning veteran
and support export-oriented Canadian businesses in their search for new market opportunities and new customers.	0	support exportoriented Canadian business search new market opportunity new customer
We can and we will build a more just economy,	1	We build economy
But today far too many Americans living with HIV are without access to quality care and too many new infections occur each year.	1	But today far many Americans living HIV without access quality care many new infection occur year
American Indians have established elected tribal governments to carry out the public policies of the tribe,	0	American Indians established elected tribal government carry public policy tribe
Even  expensive  prevention  is  preferable  to more  costly  treatment  later  on.	1	Even expensive prevention preferable costly treatment later on
and offer access to housing and employment upon reentry.	1	offer access housing employment upon reentry
While we believe that openness to the world economy is an important source of American leadership and dynamism,	0	While believe openness world economy important source American leadership dynamism
and trade negotiations must be transparent and inclusive.	1	trade negotiation must transparent inclusive
We welcome overseas investment and want investors to succeed here	0	We welcome overseas investment want investor succeed
We will give employers the advice and support they need to hire and retain disabled people and those with health conditions.	0	We give employer advice support need hire retain disabled people health condition
"While guaranteeing the possibility of care, social and working reintegration to those who deputy a discomfort (physical, psychic and social), the ""culture"" of ""damage reduction"" must be definitively overcome, through the prevention of risk behaviors."	1	While guaranteeing possibility care social working reintegration deputy discomfort physical psychic social culture damage reduction must definitively overcome prevention risk behavior
Capitalism and free markets remain the best way to deliver prosperity and economic security, lifting millions of people out of poverty around the world.	0	Capitalism free market remain best way deliver prosperity economic security lifting million people poverty around world
Our goal must be to create a financial system and an economy that works for all Americans, not just a handful of billionaires.	1	Our goal must create financial system economy work Americans handful billionaire
Working with Canada's world-leading aerospace industry to develop a national supplier development initiative to ensure Canada's aerospace industry remains a global technology leader and a major source of high-quality jobs.	0	Working Canadas worldleading aerospace industry develop national supplier development initiative ensure Canadas aerospace industry remains global technology leader major source highquality job
We've:   Introduced Tax-Free Savings Accounts (TFSAs), which 2.7 million Canadian have now opened.	0	Weve Introduced TaxFree Savings Accounts TFSAs 27 million Canadian opened
As part of the Brexit negotiations, Labour will prioritise maintaining access to the internal energy market.	0	As part Brexit negotiation Labour prioritise maintaining access internal energy market
And as we develop our new trade policies, we will pay particular attention to using the United Kingdom’s muscle to promote Scottish exports around the world.	0	And develop new trade policy pay particular attention using United Kingdom’s muscle promote Scottish export around world
The Free Trade Agreements negotiated with friendly democracies since President Reagan’s trailblazing pact with Israel in 1985 facilitated the creation of nearly ten million jobs supported by our exports.	0	The Free Trade Agreements negotiated friendly democracy since President Reagan’s trailblazing pact Israel 1985 facilitated creation nearly ten million job supported export
Democrats oppose for-profit charter schools focused on making a profit off of public resources.	1	Democrats oppose forprofit charter school focused making profit public resource
We support enactment of the Magnitsky Rule of Law Accountability Act as a condition of expanded trade relations with Russia.	0	We support enactment Magnitsky Rule Law Accountability Act condition expanded trade relation Russia
we will incentivize companies to share profits with their employees on top of wages and pay increases,	1	incentivize company share profit employee top wage pay increase
as well as long-lasting injustices, such as the lack of care for people with mental health problems,	1	well longlasting injustice lack care people mental health problem
and explore deeper trade relationships with emerging and established markets, including China and India.	0	explore deeper trade relationship emerging established market including China India
We will negotiate a new Health Accord with provinces and territories, including a long-term agreement on funding.	0	We negotiate new Health Accord province territory including longterm agreement funding
These new commitments build on our current plan to support Canada's mining sector.	0	These new commitment build current plan support Canadas mining sector
After years of trial and error, we know what does work, what has actually made a difference in student advancement, and what is powering education reform at the local level all across America: accountability on the part of administrators, parents and teachers;	1	After year trial error know work actually made difference student advancement powering education reform local level across America accountability part administrator parent teacher
to introduce the death penalty to punish high -ranking corrupt officials, whose actions are on the hands of terrorists;	1	introduce death penalty punish high ranking corrupt official whose action hand terrorist
Today’s highly mobile work force requires portability of insurance coverage that can go with them from job to job.	1	Today’s highly mobile work force requires portability insurance coverage go job job
It means enriching early childhood programming to prepare children in areas such as literacy, numeracy, civic engagement, and emotional intelligence.	1	It mean enriching early childhood programming prepare child area literacy numeracy civic engagement emotional intelligence
and will pay for it by closing tax loopholes that benefit millionaires and billionaires.	1	pay closing tax loophole benefit millionaire billionaire
In this way, the resources that Member States have intended for the relaunch of the economy have served to amplify the financial capabilities of the few beneficiaries (automotive companies in the first place), in evident around the main community rules on competition and combat the aid ofState.	1	In way resource Member States intended relaunch economy served amplify financial capability beneficiary automotive company first place evident around main community rule competition combat aid ofState
We will cut a further £10 billion of red tape over the next Parliament through our Red Tape Challenge and our One-In-Two-Out rule.	0	We cut £10 billion red tape next Parliament Red Tape Challenge OneInTwoOut rule
· We will give prefects the ability to adapt the organization of state services to the needs of each region and department.	1	· We give prefect ability adapt organization state service need region department
Democrats will also combat the affordable housing crisis and skyrocketing rents in many parts of the country,	1	Democrats also combat affordable housing crisis skyrocketing rent many part country
Since 2009, the EPA has moved forward with expansive regulations that will impose tens of billions of dollars in new costs on American businesses and consumers.	0	Since 2009 EPA moved forward expansive regulation impose ten billion dollar new cost American business consumer
We will lower the maximum amount that a single household can claim in benefits each year from £26,000 to £23,000, so we reward work.	0	We lower maximum amount single household claim benefit year £26000 £23000 reward work
 We  can  do  this  without  making any  changes  for  those  55  and  older.	1	We without making change 55 older
In fidelity to that principle, we condemn the current Administration’s continued assaults on State governments in matters ranging from voter ID laws to immigration, from healthcare programs to land use decisions.	0	In fidelity principle condemn current Administration’s continued assault State government matter ranging voter ID law immigration healthcare program land use decision
If only it was possible to simplify life to our production system, we would see some beautiful ones.	0	If possible simplify life production system would see beautiful one
flexibility and freedom to innovate, so schools can adapt to the special needs of their students and hold teachers and administrators responsible for student performance.	0	flexibility freedom innovate school adapt special need student hold teacher administrator responsible student performance
